relabeling,rescoring,suppression,model,house,quantity,boxes,iou_threshold_matching,confidence_threshold_tasknet,iou_threshold_tasknet,confidence_threshold_filternet,iou_threshold_filternet,label,AP,total_positives,TP,FP
1,1,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.13374600804612,192,30,18
1,1,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.13354574713754613,135,31,28
0,0,0,tasknet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.16609784590391524,192,48,46
0,0,0,tasknet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.0956401876715045,135,29,90
0,0,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1763427007048159,192,52,77
0,0,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.11563797756895992,135,40,133
0,0,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.17544776957141084,192,45,37
0,0,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.16499850626217039,135,35,45
0,1,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1945338548410524,192,50,56
0,1,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.19348923531909676,135,41,41
0,1,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.18244708262693354,192,46,49
0,1,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.18202969095404084,135,38,37
1,0,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1444420975977177,192,37,27
1,0,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.21627749959003906,135,41,24
1,0,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.13658665216082264,192,35,25
1,0,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.2092445875334551,135,40,24
1,1,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1786188971740984,192,43,36
1,1,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.2324545083630746,135,46,28
1,1,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1687634856389755,192,41,34
1,1,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.22767178727852966,135,45,28
0,0,0,tasknet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.17302832494621315,192,50,46
0,0,0,tasknet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.09750257508450082,135,30,91
0,0,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.18582444029492745,192,55,82
0,0,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.11749778581528049,135,41,139
0,0,1,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.17603321020428309,192,48,48
0,0,1,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.17588261973666303,135,37,45
0,1,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.2147876678673874,192,61,90
0,1,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.21435225285024465,135,50,67
0,1,1,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.20368600072270268,192,56,75
0,1,1,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.19856001112817664,135,44,45
1,0,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.17464997861185946,192,40,22
1,0,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.21707288972935743,135,39,26
1,0,1,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.17661962704958728,192,40,21
1,0,1,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.21707288972935743,135,39,26
1,1,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.19722340274213335,192,51,48
1,1,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.2506650789820095,135,50,38
1,1,1,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.20137630401216702,192,50,43
1,1,1,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.25251066061483396,135,50,37
0,0,0,tasknet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.17302832494621315,192,50,46
0,0,0,tasknet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.09750257508450082,135,30,91
0,0,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.1858036914659159,192,55,84
0,0,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.11749778581528049,135,41,139
0,0,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.18988661351571234,192,49,47
0,0,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.1870098553226552,135,40,49
0,1,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.21669498361823328,192,66,105
0,1,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.2313149565870798,135,54,127
0,1,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.19578728321099514,192,60,98
0,1,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.22417670225968378,135,52,113
1,0,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.1927136755023432,192,44,22
1,0,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.2978815411194627,135,49,24
1,0,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.18356738187887384,192,42,20
1,0,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.2978815411194627,135,49,24
1,1,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.2284953135584923,192,64,65
1,1,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.29612056981811263,135,56,60
1,1,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.21439588438313376,192,60,64
1,1,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.2961522109176408,135,56,59
0,0,0,tasknet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.14033209267584273,192,40,35
0,0,0,tasknet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.08837284790726607,135,26,76
0,0,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.1483070013410686,192,43,54
0,0,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.10461519261417772,135,34,94
0,0,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.14433781323678424,192,36,32
0,0,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.1645644291899107,135,33,28
0,1,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.16939680954018424,192,39,30
0,1,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.18227745740619175,135,35,23
0,1,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.16222284381660057,192,36,28
0,1,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.18312143474139717,135,35,18
1,0,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.13027343749999998,192,29,16
1,0,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.1907790602669829,135,36,24
1,0,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.12305274024024028,192,27,15
1,0,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.1907790602669829,135,36,24
1,1,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.12898127653029615,192,31,21
1,1,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.18356904889871883,135,37,25
1,1,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.12502623224397416,192,29,20
1,1,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.18356904889871883,135,37,25
0,0,0,tasknet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.16609784590391524,192,48,46
0,0,0,tasknet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.0956401876715045,135,29,90
0,0,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.1763427007048159,192,52,77
0,0,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.11563797756895992,135,40,133
0,0,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.19870785562027588,192,50,38
0,0,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.1803668386991469,135,37,42
0,1,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.21990047034799742,192,52,47
0,1,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.19829337753176765,135,42,52
0,1,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.21993079882877384,192,52,42
0,1,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.19531387857637872,135,41,42
1,0,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.22192282256846949,192,49,23
1,0,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.23690349657485818,135,43,26
1,0,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.21667526931249198,192,48,23
1,0,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.23690349657485818,135,43,26
1,1,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.22039757098434543,192,52,31
1,1,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.22431519810919548,135,44,31
1,1,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.22039757098434543,192,52,31
1,1,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.22431519810919548,135,44,31
0,0,0,tasknet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.17302832494621315,192,50,46
0,0,0,tasknet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.09750257508450082,135,30,91
0,0,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.18582444029492745,192,55,82
0,0,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.11749778581528049,135,41,139
0,0,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.19780300080455385,192,51,41
0,0,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.18362603987345516,135,38,41
0,1,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.23018295269662575,192,64,70
0,1,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.2844429518419671,135,50,58
0,1,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.22420541820000445,192,62,67
0,1,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.2797591459870175,135,48,44
1,0,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.25838194591395236,192,52,15
1,0,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.2706128621297823,135,49,27
1,0,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.244159625958163,192,49,14
1,0,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.263337484358553,135,48,28
1,1,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.27784859967972847,192,63,38
1,1,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.3205872739300169,135,58,41
1,1,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.2630371034718054,192,60,36
1,1,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.3205872739300169,135,58,41
0,0,0,tasknet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.17302832494621315,192,50,46
0,0,0,tasknet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.09750257508450082,135,30,91
0,0,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.1858036914659159,192,55,84
0,0,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.11749778581528049,135,41,139
0,0,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.1897772376469961,192,50,43
0,0,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.198120919384104,135,40,41
0,1,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.2413093422935758,192,69,114
0,1,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.24549992152898953,135,52,106
0,1,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.2277824871751636,192,65,97
0,1,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.24076515254330286,135,50,86
1,0,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.18032718705801204,192,38,13
1,0,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.2502754908704732,135,52,40
1,0,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.16425090668240175,192,35,12
1,0,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.2382959187798452,135,50,40
1,1,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.24473457091027645,192,59,39
1,1,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.30073061615954777,135,68,92
1,1,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.22971283220815153,192,55,36
1,1,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.2970823330358488,135,67,91
0,0,0,tasknet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.14033209267584273,192,40,35
0,0,0,tasknet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.08837284790726607,135,26,76
0,0,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.1483070013410686,192,43,54
0,0,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.10461519261417772,135,34,94
0,0,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.16264885928987372,192,41,33
0,0,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.17173556624582229,135,33,26
0,1,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.16119035586569308,192,42,30
0,1,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.19861492248354795,135,35,24
0,1,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.1519577166084764,192,40,30
0,1,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.18904702124898004,135,33,21
1,0,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.17194920096705812,192,38,17
1,0,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.21145189461466263,135,35,15
1,0,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.1671392996715809,192,37,17
1,0,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.21145189461466263,135,35,15
1,1,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.1813764391161517,192,41,19
1,1,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.2166334085969331,135,37,14
1,1,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.17550153329105533,192,40,19
1,1,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.2166334085969331,135,37,14
0,0,0,tasknet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.16609784590391524,192,48,46
0,0,0,tasknet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.0956401876715045,135,29,90
0,0,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.1763427007048159,192,52,77
0,0,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.11563797756895992,135,40,133
0,0,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.19841609278135539,192,51,41
0,0,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.18459614642174324,135,39,42
0,1,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.19727206277691584,192,54,59
0,1,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.221540389223635,135,43,45
0,1,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.19058726382329727,192,52,54
0,1,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.22181816700141277,135,43,37
1,0,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.22335890100935402,192,47,20
1,0,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.28119611445441023,135,49,26
1,0,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.21348524442909445,192,45,20
1,0,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.29102233924816345,135,49,25
1,1,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.20414723306355204,192,50,32
1,1,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.3143896557913432,135,53,32
1,1,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.19644458359611844,192,48,32
1,1,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.3143896557913432,135,53,31
0,0,0,tasknet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.17302832494621315,192,50,46
0,0,0,tasknet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.09750257508450082,135,30,91
0,0,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.18582444029492745,192,55,82
0,0,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.11749778581528049,135,41,139
0,0,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.20561513866032763,192,53,47
0,0,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.20706237091917215,135,41,43
0,1,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.22776856152140867,192,68,80
0,1,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.2831573831511773,135,55,78
0,1,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.2223988845771077,192,66,74
0,1,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.2797981950231968,135,52,60
1,0,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.2503434075339929,192,52,15
1,0,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.3055324599654899,135,52,31
1,0,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.23885741641703812,192,50,15
1,0,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.3055324599654899,135,52,31
1,1,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.2687669021154489,192,65,36
1,1,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.3542349206850266,135,60,48
1,1,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.25981628933330847,192,62,33
1,1,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.34898003145093004,135,59,47
0,0,0,tasknet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.17302832494621315,192,50,46
0,0,0,tasknet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.09750257508450082,135,30,91
0,0,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.1858036914659159,192,55,84
0,0,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.11749778581528049,135,41,139
0,0,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.20115859494306115,192,52,46
0,0,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.19912669583282486,135,41,42
0,1,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.2540977715765427,192,73,99
0,1,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.3339812753061079,135,58,99
0,1,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.254351264248887,192,73,94
0,1,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.34942657383617937,135,58,83
1,0,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.23698847919414776,192,50,15
1,0,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.32608319743318576,135,53,24
1,0,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.23698847919414776,192,50,15
1,0,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.32608319743318576,135,53,24
1,1,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.30947698134901136,192,74,49
1,1,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.3993536753758439,135,70,68
1,1,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.3033855461248312,192,73,47
1,1,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.3993536753758439,135,70,68
0,0,0,tasknet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.6328658790552317,88,58,16
0,0,0,tasknet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.19199242650298415,155,32,11
